product_id,id_web,sku,post_title,price,total_sales,chiffre_affaires,z_score,categorie
6631,15795,15795,Weingut Besson-Strasser Zürich Pinot Noir Albi 2016,47.2,0,0.0,0.5291943442467764,ordinaire
6884,15735,15735,Domino Romano Ribera del Duero RDR 2015,46.5,0,0.0,0.5040063726587356,ordinaire
6753,15256,15256,Château Simone Palette Rouge 2015,46.5,0,0.0,0.5040063726587356,ordinaire
6751,16144,16144,Château Simone Palette Blanc 2017,46.5,0,0.0,0.5040063726587356,ordinaire
6137,15834,15834,Domaine de Vaccelli Ajaccio Blanc Sirocco 2017,46.0,2,92.0,0.4860149643815637,ordinaire
5950,15432,15432,Domaine de Vaccelli AOP Ajaccio Rouge Granit 2016,46.0,5,230.0,0.4860149643815637,ordinaire
4039,19815,19815,Pierre Jean Villa Côte Rôtie Carmina 2017,46.0,0,0.0,0.4860149643815637,ordinaire
4902,13052,13052,Domaine Des Croix Savigny-Lès-Beaune 1er Cru Les Peuillets 2015,46.0,0,0.0,0.4860149643815637,ordinaire
6108,14797,14797,Gilles Robin Cornas 2016,46.0,0,0.0,0.4860149643815637,ordinaire
6279,16247,16247,Borie de Maurel Minervois Rouge Maxime 2003,45.9,0,0.0,0.48241668272612925,ordinaire
